x1,x2,x3,y
2.594214114070043,4.303648305938319,4.5551303964464385,23.409476365923094
1.3027138269039369,1.8222603208167323,2.3012410619391908,7.639252167349652
1.7375233811212565,2.297370345581737,2.729935095841881,10.810658368997176
0.5801665833073304,3.875412077515681,2.2148989507436236,-3.167586846118618
2.5439561595757736,2.691299317738754,2.587968093582773,13.913740534327612
2.3246820479182677,1.074586508301484,4.4873859050900045,30.760308394704037
0.7089661351238294,2.8410393203656326,3.5293303546766657,8.255863791128345
-0.7727585239001957,1.8921978386299843,1.6486938002180294,-7.48496531151073
2.0415218024528725,3.753712891858651,2.9660947756414173,9.925209532505512
1.241907393089955,2.1934279864939894,2.7982315758846426,8.565727622584324
0.18679334824914073,1.356300352752518,3.9628668354351673,12.760442158731479
0.8461200107528805,2.3913381592148166,2.559513641750726,4.410396494796897
0.8670640137792727,1.1996376051940563,2.6036150278512995,8.422754468546788
2.6819724483921945,1.6718639285342753,2.1864308702816184,15.701897462729338
0.9303227790961142,1.5121196125535836,1.6055166461245618,3.650971424103941
-0.4006736877687338,1.0770944927401467,1.499382748058916,-3.3759432348811393
0.39653729905405244,3.926191424068568,4.279513077914233,8.86786864374417
3.595671614339778,1.702086300723682,3.1244053890144494,26.13854046908928
2.248730058230602,3.7410639103247094,3.8552354179857975,17.02591982564055
1.9761977469815755,2.22068526294488,2.1093264942496672,9.763401415833597
0.28208817305317857,2.0513995494870563,3.963345760106987,11.268228213076554
2.020448522167932,1.6715130115726857,2.129051050331979,11.602369866722805
1.8073557535027152,2.1917377226971393,2.59898892912081,10.998963865249156
2.6621601815788427,0.7939496536173081,2.6651120262211405,20.851309465691735
2.362347528706281,2.4538020180407147,2.264613765933755,11.932971259369038
2.938457090663457,3.6739914226697916,3.5721580808570725,19.581045890586342
0.5103534957387018,2.989889761463518,1.587328802830474,-3.385021243630783
1.470037381445552,2.0358219618965725,2.4597167258921266,8.895588018760435
1.5237366672880412,0.6998941812192097,2.4283796378921436,13.073170794640628
0.8005155228527514,1.0584348827228394,2.7607100625320644,9.195322417984409
-2.071150807709461,0.9303418894682494,4.203982177249249,2.590974745837041
1.4521686978132817,1.5456878689831732,2.9232247871285453,12.728771377382532
0.07435351498642562,1.039555831310822,3.1110065458624443,7.080569556598072
2.4441334013890392,2.398618379777597,4.129117876819143,24.57484684949969
1.73482402980359,2.8565738086766217,0.9910259899953622,2.7766693576882617
1.6807365192546775,1.8718339319739818,2.739579091064122,12.005142027024817
1.4092939495667858,1.277068374393464,2.959151225392325,13.378911880595165
-0.8169769119784227,0.8090654738455785,3.611944402683726,5.796937223938147
0.4484395632206717,3.330028282987922,2.387656394984397,-1.434146840953383
0.764788340922166,2.101112455757112,1.8248005023176015,1.5052595543358942
2.164186641576853,1.1252636179759663,2.4783260586433693,15.717157139079085
2.453742222603423,3.3152685590339326,3.3218380766903524,15.566059854957212
